movieId,avg_rating,rating_count,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
44,2.5434782608695654,46,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
45,3.3125,32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
46,3.066666666666667,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
47,3.9753694581280787,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995
48,3.1470588235294117,68,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1995
49,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
50,4.237745098039215,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1995
52,3.4642857142857144,28,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
53,5.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
54,2.3333333333333335,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
55,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
57,3.0625,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
58,4.027027027027027,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
60,3.235294117647059,34,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
61,3.75,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
62,3.70625,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
63,2.7142857142857144,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
64,2.2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
65,2.532258064516129,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
66,2.5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996
68,3.4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
69,3.775,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
70,3.5090909090909093,55,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996
71,1.7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
72,3.2142857142857144,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
73,3.4615384615384617,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995
74,4.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
75,2.2,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
76,3.4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995
77,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
78,3.3333333333333335,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
79,2.764705882352941,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
80,4.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
81,3.107142857142857,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
82,3.875,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
83,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
85,3.857142857142857,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
86,3.966666666666667,15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
87,2.5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
88,3.15625,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
89,3.25,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
92,2.625,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1996
93,2.8333333333333335,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1995
94,3.95,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
95,3.0238095238095237,84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
96,3.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
97,3.9,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
99,5.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
100,2.7857142857142856,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
101,3.782608695652174,23,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
102,2.4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
103,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1996
104,3.4393939393939394,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
105,3.282608695652174,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
106,4.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
107,3.326923076923077,26,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
108,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996
110,4.031645569620253,237,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995
111,4.105769230769231,104,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1976
112,3.5434782608695654,46,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
113,3.3333333333333335,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1996
116,3.9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
117,3.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
118,2.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
119,3.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
121,4.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992
122,2.65625,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1992
123,4.375,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1994
125,3.5833333333333335,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
126,2.0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
128,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994
129,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
132,2.8333333333333335,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
135,2.9516129032258065,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
137,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
140,3.5,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
141,3.494186046511628,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
144,3.3333333333333335,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
145,3.2450980392156863,51,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
146,3.3333333333333335,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
147,3.466666666666667,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
148,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
149,2.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
150,3.845771144278607,201,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1995
151,3.5454545454545454,44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1995
152,1.5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1995
153,2.9160583941605838,137,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
154,3.875,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967
155,2.4166666666666665,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995
156,3.3333333333333335,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
157,2.8636363636363638,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995
158,2.806451612903226,62,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
159,2.892857142857143,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1995
160,2.8771929824561404,57,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1995
161,3.6359223300970873,103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1995
162,4.205882352941177,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994
163,3.5606060606060606,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1995
164,3.3214285714285716,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1995
165,3.5555555555555554,144,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
166,2.8333333333333335,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
168,3.0833333333333335,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
169,2.4,10,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
170,3.2285714285714286,35,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
171,3.8333333333333335,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
172,2.6792452830188678,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995
173,2.6693548387096775,62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
174,2.7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
175,3.975,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
176,4.3076923076923075,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
177,2.75,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995
178,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
179,1.5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
180,3.4027777777777777,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
181,2.264705882352941,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
183,3.5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1994
184,3.5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
185,3.0401785714285716,112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
186,2.8229166666666665,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
187,4.125,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
188,3.4583333333333335,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1995
189,3.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
190,2.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
191,2.4166666666666665,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
193,2.4714285714285715,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
194,3.6666666666666665,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
195,3.1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
196,2.6666666666666665,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1995
198,3.25,28,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1995
199,4.125,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1964
201,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1995
202,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
203,3.4318181818181817,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
204,2.716666666666667,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
205,3.1666666666666665,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
206,3.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995
207,3.4285714285714284,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
208,2.9130434782608696,115,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
209,3.1666666666666665,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
210,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995
211,3.5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
212,3.0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1995
213,3.8333333333333335,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
214,4.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1994
215,4.041666666666667,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
216,3.326530612244898,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
217,2.3333333333333335,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
218,3.4285714285714284,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
219,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
220,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995
222,3.75,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
223,3.855769230769231,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
224,3.6125,40,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
225,3.5384615384615383,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
227,2.8636363636363638,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
228,2.3333333333333335,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
229,3.4285714285714284,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
230,3.3958333333333335,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
231,3.0601503759398496,133,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
232,3.892857142857143,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
233,3.5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
234,2.588235294117647,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
235,3.6785714285714284,70,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
236,3.477777777777778,45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
237,3.340909090909091,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
238,4.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
239,3.0,17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
240,2.375,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
241,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
242,3.6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1994
243,3.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995
246,4.293103448275862,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994
247,3.9285714285714284,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
248,3.176470588235294,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
249,3.7222222222222223,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
250,2.5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
251,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
252,3.453488372093023,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
253,3.458715596330275,109,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1994
254,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
255,2.0714285714285716,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
256,2.8285714285714287,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994
257,3.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995
258,2.6,10,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995
259,3.2,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
260,4.231075697211155,251,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1977
261,3.880952380952381,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
262,3.9047619047619047,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
263,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
265,3.9393939393939394,33,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1992
266,3.3970588235294117,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1994
267,2.9411764705882355,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
269,3.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
270,3.4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
271,3.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
272,3.7580645161290325,31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
273,2.9464285714285716,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1994
274,2.9285714285714284,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
275,2.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
276,3.25,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
277,3.223684210526316,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
278,1.5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
279,3.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
280,4.076923076923077,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
281,3.7857142857142856,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
282,3.3375,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
283,3.6666666666666665,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
284,4.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
285,4.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1993
287,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
288,3.233695652173913,92,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
289,3.5625,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
290,4.035714285714286,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
291,2.3333333333333335,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
292,3.4257425742574257,101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1995
293,4.018796992481203,133,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
294,3.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
295,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
